schema,nome_tabela,qtd_colunas,nome_colunas,dominio,texto
b_seplag_iomat,clientes,49,"{ver_valor_publicacao,vencimento_id,tipo_pessoa,tipo_bloqueio,telefone_legado,telefone_adicional,telefone,substituto_tributario,status,site,sigla,remover_usuario,remover_justificativa,remover_data,reativar_usuario,reativar_justificativa,reativar_data,razao_social,outros_emails,orig,nome_fantasia,nome,materia_retroativa,isento_iss,isento,insc_municipal,insc_estadual,identificador,id,horario_envio,fatura_outros_clientes,enviar_outros_clientes,email,editar_materia,dtca,desconto_aprovado,data_nascimento,data_criacao,credito_publicacao,cpf_cnpj,codigo_ug,cod_integracao,cliente_classificacao_id,casa_civil,ativo_inicio,ativo_fim,assinante,aprovar_redacao,aliquotas_ir}",pessoas,b seplag iomat clientes 49 ver valor publicacao vencimento id tipo pessoa tipo bloqueio telefone legado telefone adicional telefone substituto tributario status site sigla remover usuario remover justificativa remover data reativar usuario reativar justificativa reativar data razao social outros emails orig nome fantasia nome materia retroativa isento iss isento insc municipal insc estadual identificador id horario envio fatura outros clientes enviar outros clientes email editar materia dtca desconto aprovado data nascimento data criacao credito publicacao cpf cnpj codigo ug cod integracao cliente classificacao id casa civil ativo inicio ativo fim assinante aprovar redacao aliquotas ir
b_seplag_iomat,edicoes,26,"{whatsapp_enviado,tipo_suplemento_id,tipo_edicao_id,telegram_enviado,tamanho,situacao,sincronizada,publicada,publica,orig,numpag,numero,justificativa,id,hash,dtca,downloads,destaque,data_publicada,data,custo,clipping_enviado,capa,ativo,assinado,ano}",normas,b seplag iomat edicoes 26 whatsapp enviado tipo suplemento id tipo edicao id telegram enviado tamanho situacao sincronizada publicada publica orig numpag numero justificativa id hash dtca downloads destaque data publicada data custo clipping enviado capa ativo assinado ano
b_seplag_iomat,grupo_categorias,48,"{sumario,reformat_pagina_numero_colunas,reformat_pagina_margem_superior,reformat_pagina_margem_inferior,reformat_pagina_margem_esquerda,reformat_pagina_margem_direita,reformat_pagina_largura_colunas,reformat_pagina_largura,reformat_pagina_distancia_colunas,reformat_pagina_altura,primeira_pagina,preco,paragraph_spacing_rule,paragraph_spacing,paragraph_right_indent,paragraph_left_indent,paragraph_first_line_indent,paragraph_blank_line,paragraph_alignment,pagina_numero_colunas,pagina_margem_superior,pagina_margem_inferior,pagina_margem_esquerda,pagina_margem_direita,pagina_largura_colunas,pagina_largura,pagina_distancia_colunas,pagina_altura,orig,ordem,nome,mostrar_html,id,fonte_underline,fonte_tamanho_calculo,fonte_tamanho,fonte_tabela_tamanho_calculo,fonte_tabela_tamanho,fonte_tabela_nome,fonte_superscript,fonte_subscript,fonte_nome,fonte_italic,fonte_html_tamanho,fonte_html_nome,fonte_bold,dtca,caderno_id}",normas,b seplag iomat grupo categorias 48 sumario reformat pagina numero colunas reformat pagina margem superior reformat pagina margem inferior reformat pagina margem esquerda reformat pagina margem direita reformat pagina largura colunas reformat pagina largura reformat pagina distancia colunas reformat pagina altura primeira pagina preco paragraph spacing rule paragraph spacing paragraph right indent paragraph left indent paragraph first line indent paragraph blank line paragraph alignment pagina numero colunas pagina margem superior pagina margem inferior pagina margem esquerda pagina margem direita pagina largura colunas pagina largura pagina distancia colunas pagina altura orig ordem nome mostrar html id fonte underline fonte tamanho calculo fonte tamanho fonte tabela tamanho calculo fonte tabela tamanho fonte tabela nome fonte superscript fonte subscript fonte nome fonte italic fonte html tamanho fonte html nome fonte bold dtca caderno id
b_seplag_iomat,materia_datas,32,"{valor_manual,valor_contabil,valor,tipo_suplemento_id,sumario_titulo,sumario_subtitulo,sumario_conteudo,situacao_financeiro,situacao,protocolo,pagina_inicial_caderno,pagina_inicial,pagina_final_caderno,pagina_final,orig,ordem,orcamento_id,observacao,materia_retificada_id,materia_id,justificativa_gratuidade,justificativa,isenta,id,hash,gratuita,fatura_id,edicao_id,dtca,data,conferencia,centimetragem_manual}",normas,b seplag iomat materia datas 32 valor manual valor contabil valor tipo suplemento id sumario titulo sumario subtitulo sumario conteudo situacao financeiro situacao protocolo pagina inicial caderno pagina inicial pagina final caderno pagina final orig ordem orcamento id observacao materia retificada id materia id justificativa gratuidade justificativa isenta id hash gratuita fatura id edicao id dtca data conferencia centimetragem manual
b_seplag_iomat,materia_metainfos,20,"{vencimento_id,valor,usuario_id,tipo_edicao_id,situacao,publicacao_data,protocolo,origem,orig,materia_id,materia_data_id,id,faturado,extensao,envio_id,envio_data,dtca,cliente_id,cliente_envio_id,categoria_id}",normas,b seplag iomat materia metainfos 20 vencimento id valor usuario id tipo edicao id situacao publicacao data protocolo origem orig materia id materia data id id faturado extensao envio id envio data dtca cliente id cliente envio id categoria id
b_seplag_iomat,materias,6,"{titulo,orig,id,dtca,categoria_id,arquivo_html}",normas,b seplag iomat materias 6 titulo orig id dtca categoria id arquivo html
b_seplag_iomat,materias_html,5,"{status_code,id,dlts,content_type,content}",normas,b seplag iomat materias html 5 status code id dlts content type content
b_seplag_seap,cargos_,73,"{tipo_cargo,subcategoria,rsrc,por_refer,pontpubl,pontlei,nome,ldts,flex_campo_55,flex_campo_54,flex_campo_53,flex_campo_52,flex_campo_51,flex_campo_50,flex_campo_49,flex_campo_48,flex_campo_47,flex_campo_46,flex_campo_45,flex_campo_44,flex_campo_43,flex_campo_42,flex_campo_41,flex_campo_40,flex_campo_39,flex_campo_38,flex_campo_37,flex_campo_36,flex_campo_35,flex_campo_34,flex_campo_33,flex_campo_32,flex_campo_31,flex_campo_30,flex_campo_29,flex_campo_28,flex_campo_27,flex_campo_26,flex_campo_25,flex_campo_24,flex_campo_23,flex_campo_22,flex_campo_21,flex_campo_20,flex_campo_19,flex_campo_18,flex_campo_17,flex_campo_16,flex_campo_15,flex_campo_14,flex_campo_13,flex_campo_12,flex_campo_11,flex_campo_10,flex_campo_09,flex_campo_08,flex_campo_07,flex_campo_06,flex_campo_05,flex_campo_04,flex_campo_03,flex_campo_02,flex_campo_01,escolaridade,e_aglutinador,dt_inicio_contr_vaga,dt_extincao,dt_controle_acum,controle_vaga,categoria,cargo_funcao,cargo_aglut,cargo}",pessoas,b seplag seap cargos 73 tipo cargo subcategoria rsrc por refer pontpubl pontlei nome ldts flex campo 55 flex campo 54 flex campo 53 flex campo 52 flex campo 51 flex campo 50 flex campo 49 flex campo 48 flex campo 47 flex campo 46 flex campo 45 flex campo 44 flex campo 43 flex campo 42 flex campo 41 flex campo 40 flex campo 39 flex campo 38 flex campo 37 flex campo 36 flex campo 35 flex campo 34 flex campo 33 flex campo 32 flex campo 31 flex campo 30 flex campo 29 flex campo 28 flex campo 27 flex campo 26 flex campo 25 flex campo 24 flex campo 23 flex campo 22 flex campo 21 flex campo 20 flex campo 19 flex campo 18 flex campo 17 flex campo 16 flex campo 15 flex campo 14 flex campo 13 flex campo 12 flex campo 11 flex campo 10 flex campo 09 flex campo 08 flex campo 07 flex campo 06 flex campo 05 flex campo 04 flex campo 03 flex campo 02 flex campo 01 escolaridade e aglutinador dt inicio contr vaga dt extincao dt controle acum controle vaga categoria cargo funcao cargo aglut cargo
b_seplag_seap,codigos_freq_,49,"{via_frequencia,tipofreq,tipo_preenchimento,sexo,rsrc,regras_freq,qtdmin,qtdmax,qtd_faltas,pontlei,onus,nome_abrev,nome,mnemonico,ldts,hora_entrada_saida,formato_qtd,flex_campo_30,flex_campo_29,flex_campo_28,flex_campo_27,flex_campo_26,flex_campo_25,flex_campo_24,flex_campo_23,flex_campo_22,flex_campo_21,flex_campo_20,flex_campo_19,flex_campo_18,flex_campo_17,flex_campo_16,flex_campo_15,flex_campo_14,flex_campo_13,flex_campo_12,flex_campo_11,flex_campo_10,flex_campo_09,flex_campo_08,flex_campo_07,flex_campo_06,flex_campo_05,flex_campo_04,flex_campo_03,flex_campo_02,flex_campo_01,codigo,afastamento}",pessoas,b seplag seap codigos freq 49 via frequencia tipofreq tipo preenchimento sexo rsrc regras freq qtdmin qtdmax qtd faltas pontlei onus nome abrev nome mnemonico ldts hora entrada saida formato qtd flex campo 30 flex campo 29 flex campo 28 flex campo 27 flex campo 26 flex campo 25 flex campo 24 flex campo 23 flex campo 22 flex campo 21 flex campo 20 flex campo 19 flex campo 18 flex campo 17 flex campo 16 flex campo 15 flex campo 14 flex campo 13 flex campo 12 flex campo 11 flex campo 10 flex campo 09 flex campo 08 flex campo 07 flex campo 06 flex campo 05 flex campo 04 flex campo 03 flex campo 02 flex campo 01 codigo afastamento
b_seplag_seap,empresas,56,"{web,uf_sigla,tipologradouro,rsrc,responsavel,razao,ramal,pontpubl,pontproc,numender,nomelogradouro,nome,nat_jur,municipio_codigo,municipio,mbairro_codigo,log_codigo,ldts,id_documento,fone,flex_campo_20,flex_campo_19,flex_campo_18,flex_campo_17,flex_campo_16,flex_campo_15,flex_campo_14,flex_campo_13,flex_campo_12,flex_campo_11,flex_campo_10,flex_campo_09,flex_campo_08,flex_campo_07,flex_campo_06,flex_campo_05,flex_campo_04,flex_campo_03,flex_campo_02,flex_campo_01,fax,fantasia,empresa,email,ddd,cpf_resp,conta,complemento,cnae,cgc_declarante,cgc,cep,caixa_postal,banco,ativ_econ,agencia}",pessoas,b seplag seap empresas 56 web uf sigla tipologradouro rsrc responsavel razao ramal pontpubl pontproc numender nomelogradouro nome nat jur municipio codigo municipio mbairro codigo log codigo ldts id documento fone flex campo 20 flex campo 19 flex campo 18 flex campo 17 flex campo 16 flex campo 15 flex campo 14 flex campo 13 flex campo 12 flex campo 11 flex campo 10 flex campo 09 flex campo 08 flex campo 07 flex campo 06 flex campo 05 flex campo 04 flex campo 03 flex campo 02 flex campo 01 fax fantasia empresa email ddd cpf resp conta complemento cnae cgc declarante cgc cep caixa postal banco ativ econ agencia
b_seplag_seap,erg_abonos_ferias,24,"{rsrc,numvinc,numfunc,ldts,flex_campo_15,flex_campo_14,flex_campo_13,flex_campo_12,flex_campo_11,flex_campo_10,flex_campo_09,flex_campo_08,flex_campo_07,flex_campo_06,flex_campo_05,flex_campo_04,flex_campo_03,flex_campo_02,flex_campo_01,emp_codigo,dtvenda,dias_vendidos,data_pagto,chaveperaqfer}",pessoas,b seplag seap erg abonos ferias 24 rsrc numvinc numfunc ldts flex campo 15 flex campo 14 flex campo 13 flex campo 12 flex campo 11 flex campo 10 flex campo 09 flex campo 08 flex campo 07 flex campo 06 flex campo 05 flex campo 04 flex campo 03 flex campo 02 flex campo 01 emp codigo dtvenda dias vendidos data pagto chaveperaqfer
b_seplag_seap,erg_aposentadoria,48,"{tipoapos,rsrc,pontpubl,pontlei,pontarqs,oper,obs,numvinc,numfunc,ldts,id_reg,id_proc_pes,fracao2,fracao1,flex_campo_20,flex_campo_19,flex_campo_18,flex_campo_17,flex_campo_16,flex_campo_15,flex_campo_14,flex_campo_13,flex_campo_12,flex_campo_11,flex_campo_10,flex_campo_09,flex_campo_08,flex_campo_07,flex_campo_06,flex_campo_05,flex_campo_04,flex_campo_03,flex_campo_02,flex_campo_01,fimapos_tipoevento,fimapos_setor,fimapos_referencia,fimapos_numero_vaga,fimapos_jornada,fimapos_formaprov,fimapos_cargo,emp_codigo,dtini,dtfim,dt_homolog,diastrab,anostrab,anosapos}",pessoas,b seplag seap erg aposentadoria 48 tipoapos rsrc pontpubl pontlei pontarqs oper obs numvinc numfunc ldts id reg id proc pes fracao2 fracao1 flex campo 20 flex campo 19 flex campo 18 flex campo 17 flex campo 16 flex campo 15 flex campo 14 flex campo 13 flex campo 12 flex campo 11 flex campo 10 flex campo 09 flex campo 08 flex campo 07 flex campo 06 flex campo 05 flex campo 04 flex campo 03 flex campo 02 flex campo 01 fimapos tipoevento fimapos setor fimapos referencia fimapos numero vaga fimapos jornada fimapos formaprov fimapos cargo emp codigo dtini dtfim dt homolog diastrab anostrab anosapos
b_seplag_seap,erg_contdobro_ferias,13,"{rsrc,numvinc,numfunc,ldts,flex_campo_05,flex_campo_04,flex_campo_03,flex_campo_02,flex_campo_01,emp_codigo,dtcont,dias_cont,chaveperaqfer}",pessoas,b seplag seap erg contdobro ferias 13 rsrc numvinc numfunc ldts flex campo 05 flex campo 04 flex campo 03 flex campo 02 flex campo 01 emp codigo dtcont dias cont chaveperaqfer
b_seplag_seap,erg_contdobro_licesp,13,"{rsrc,numvinc,numfunc,ldts,flex_campo_05,flex_campo_04,flex_campo_03,flex_campo_02,flex_campo_01,emp_codigo,dtcont,dias_cont,chaveperaqlesp}",pessoas,b seplag seap erg contdobro licesp 13 rsrc numvinc numfunc ldts flex campo 05 flex campo 04 flex campo 03 flex campo 02 flex campo 01 emp codigo dtcont dias cont chaveperaqlesp
b_seplag_seap,erg_venda_licesp,13,"{rsrc,numvinc,numfunc,ldts,flex_campo_05,flex_campo_04,flex_campo_03,flex_campo_02,flex_campo_01,emp_codigo,dtvenda,dias_vendidos,chaveperaqlesp}",pessoas,b seplag seap erg venda licesp 13 rsrc numvinc numfunc ldts flex campo 05 flex campo 04 flex campo 03 flex campo 02 flex campo 01 emp codigo dtvenda dias vendidos chaveperaqlesp
b_seplag_seap,evento_func,110,"{tipoevento,tipo_subst,setor,rsrc,referencia,pontpubl,pontproc,pontlei,pontarqs,param_id,obs,numvinc_tit,numvinc,numfunc_tit,numfunc,numev_tit,numev,numero_vaga,ldts,jornada,id_reg,id_ingresso,horariotrab,formaprov,flex_campo_80,flex_campo_79,flex_campo_78,flex_campo_77,flex_campo_76,flex_campo_75,flex_campo_74,flex_campo_73,flex_campo_72,flex_campo_71,flex_campo_70,flex_campo_69,flex_campo_68,flex_campo_67,flex_campo_66,flex_campo_65,flex_campo_64,flex_campo_63,flex_campo_62,flex_campo_61,flex_campo_60,flex_campo_59,flex_campo_58,flex_campo_57,flex_campo_56,flex_campo_55,flex_campo_54,flex_campo_53,flex_campo_52,flex_campo_51,flex_campo_50,flex_campo_49,flex_campo_48,flex_campo_47,flex_campo_46,flex_campo_45,flex_campo_44,flex_campo_43,flex_campo_42,flex_campo_41,flex_campo_40,flex_campo_39,flex_campo_38,flex_campo_37,flex_campo_36,flex_campo_35,flex_campo_34,flex_campo_33,flex_campo_32,flex_campo_31,flex_campo_30,flex_campo_29,flex_campo_28,flex_campo_27,flex_campo_26,flex_campo_25,flex_campo_24,flex_campo_23,flex_campo_22,flex_campo_21,flex_campo_20,flex_campo_19,flex_campo_18,flex_campo_17,flex_campo_16,flex_campo_15,flex_campo_14,flex_campo_13,flex_campo_12,flex_campo_11,flex_campo_10,flex_campo_09,flex_campo_08,flex_campo_07,flex_campo_06,flex_campo_05,flex_campo_04,flex_campo_03,flex_campo_02,flex_campo_01,emp_codigo,dtinirem,dtini,dtfimrem,dtfim,cargo}",pessoas,b seplag seap evento func 110 tipoevento tipo subst setor rsrc referencia pontpubl pontproc pontlei pontarqs param id obs numvinc tit numvinc numfunc tit numfunc numev tit numev numero vaga ldts jornada id reg id ingresso horariotrab formaprov flex campo 80 flex campo 79 flex campo 78 flex campo 77 flex campo 76 flex campo 75 flex campo 74 flex campo 73 flex campo 72 flex campo 71 flex campo 70 flex campo 69 flex campo 68 flex campo 67 flex campo 66 flex campo 65 flex campo 64 flex campo 63 flex campo 62 flex campo 61 flex campo 60 flex campo 59 flex campo 58 flex campo 57 flex campo 56 flex campo 55 flex campo 54 flex campo 53 flex campo 52 flex campo 51 flex campo 50 flex campo 49 flex campo 48 flex campo 47 flex campo 46 flex campo 45 flex campo 44 flex campo 43 flex campo 42 flex campo 41 flex campo 40 flex campo 39 flex campo 38 flex campo 37 flex campo 36 flex campo 35 flex campo 34 flex campo 33 flex campo 32 flex campo 31 flex campo 30 flex campo 29 flex campo 28 flex campo 27 flex campo 26 flex campo 25 flex campo 24 flex campo 23 flex campo 22 flex campo 21 flex campo 20 flex campo 19 flex campo 18 flex campo 17 flex campo 16 flex campo 15 flex campo 14 flex campo 13 flex campo 12 flex campo 11 flex campo 10 flex campo 09 flex campo 08 flex campo 07 flex campo 06 flex campo 05 flex campo 04 flex campo 03 flex campo 02 flex campo 01 emp codigo dtinirem dtini dtfimrem dtfim cargo
b_seplag_seap,ferias,43,"{totdias,rsrc,pontpubl,pontlei,pontarqs,obs,numvinc,numfunc,numfolha,mes_ano_folha,ldts,inifimabono,id_reg,flex_campo_20,flex_campo_19,flex_campo_18,flex_campo_17,flex_campo_16,flex_campo_15,flex_campo_14,flex_campo_13,flex_campo_12,flex_campo_11,flex_campo_10,flex_campo_09,flex_campo_08,flex_campo_07,flex_campo_06,flex_campo_05,flex_campo_04,flex_campo_03,flex_campo_02,flex_campo_01,emprestimo,emp_codigo,dtprevfim,dtini,dtfim,chaveperaqfer,adiantsal,adiantdterc,abono_const,abono}",pessoas,b seplag seap ferias 43 totdias rsrc pontpubl pontlei pontarqs obs numvinc numfunc numfolha mes ano folha ldts inifimabono id reg flex campo 20 flex campo 19 flex campo 18 flex campo 17 flex campo 16 flex campo 15 flex campo 14 flex campo 13 flex campo 12 flex campo 11 flex campo 10 flex campo 09 flex campo 08 flex campo 07 flex campo 06 flex campo 05 flex campo 04 flex campo 03 flex campo 02 flex campo 01 emprestimo emp codigo dtprevfim dtini dtfim chaveperaqfer adiantsal adiantdterc abono const abono
b_seplag_seap,fichas_financeiras,18,"{valor,tipo_rubrica,rubrica,rsrc,numvinc,numpens,numfunc,num_folha,mes_ano_folha,mes_ano_direito,ldts,lancamento,info,execucao,emp_codigo,desc_vant,correcao,complemento}",financeiro,b seplag seap fichas financeiras 18 valor tipo rubrica rubrica rsrc numvinc numpens numfunc num folha mes ano folha mes ano direito ldts lancamento info execucao emp codigo desc vant correcao complemento
b_seplag_seap,fichas_rubricas,15,"{valor,tipo_rubrica,sub_cc,rubrica,rsrc,mes_ano_direito,linha,ldts,itens_comp_calc,info,ficha,desc_vant_benef,desc_vant,correcao,complemento}",pessoas,b seplag seap fichas rubricas 15 valor tipo rubrica sub cc rubrica rsrc mes ano direito linha ldts itens comp calc info ficha desc vant benef desc vant correcao complemento
b_seplag_seap,fichas_vinculos,14,"{subemp_codigo,rsrc,numvinc,numpens,numfunc,num_folha,mes_ano_folha,ldts,info,finalidade_calculo,ficha,execucao,emp_codigo,emp_cod_origem}",pessoas,b seplag seap fichas vinculos 14 subemp codigo rsrc numvinc numpens numfunc num folha mes ano folha ldts info finalidade calculo ficha execucao emp codigo emp cod origem
b_seplag_seap,fitabanco,84,"{valorvan,valorliq,valordes,tipovinc,tipopag_rep,tipopag,tipo_pessoa,subemp_codigo_gfip,subemp_codigo,subcategoria,sub_cc,sindicato,setor,rubrica,rsrc,regimejur,referencia,numvinc,numrep,numpens,numjur,numfunc,numero,numdepen,nome_rep,nome,mes_exercicio,mes_ano,lote,ldts,lancamento,jornada,id_pessoa,funcao,flex_campo_30,flex_campo_29,flex_campo_28,flex_campo_27,flex_campo_26,flex_campo_25,flex_campo_24,flex_campo_23,flex_campo_22,flex_campo_21,flex_campo_20,flex_campo_19,flex_campo_18,flex_campo_17,flex_campo_16,flex_campo_15,flex_campo_14,flex_campo_13,flex_campo_12,flex_campo_11,flex_campo_10,flex_campo_09,flex_campo_08,flex_campo_07,flex_campo_06,flex_campo_05,flex_campo_04,flex_campo_03,flex_campo_02,flex_campo_01,ficha,emp_codigo_vinc,emp_codigo,dtvac,dtexerc,dtaposent,dia_exercicio,data_credito,cpf_rep,cpf,conta_rep,conta,centro_custo,categoria,cargo,banco_rep,banco,ano_exercicio,agencia_rep,agencia}",financeiro,b seplag seap fitabanco 84 valorvan valorliq valordes tipovinc tipopag rep tipopag tipo pessoa subemp codigo gfip subemp codigo subcategoria sub cc sindicato setor rubrica rsrc regimejur referencia numvinc numrep numpens numjur numfunc numero numdepen nome rep nome mes exercicio mes ano lote ldts lancamento jornada id pessoa funcao flex campo 30 flex campo 29 flex campo 28 flex campo 27 flex campo 26 flex campo 25 flex campo 24 flex campo 23 flex campo 22 flex campo 21 flex campo 20 flex campo 19 flex campo 18 flex campo 17 flex campo 16 flex campo 15 flex campo 14 flex campo 13 flex campo 12 flex campo 11 flex campo 10 flex campo 09 flex campo 08 flex campo 07 flex campo 06 flex campo 05 flex campo 04 flex campo 03 flex campo 02 flex campo 01 ficha emp codigo vinc emp codigo dtvac dtexerc dtaposent dia exercicio data credito cpf rep cpf conta rep conta centro custo categoria cargo banco rep banco ano exercicio agencia rep agencia
b_seplag_seap,fitabanco_bkp,81,"{valorvan,valorliq,valordes,tipovinc,tipopag_rep,tipopag,tipo_pessoa,subemp_codigo_gfip,subemp_codigo,subcategoria,sub_cc,sindicato,setor,rubrica,rsrc,regimejur,referencia,numvinc,numrep,numpens,numjur,numfunc,numero,numdepen,nome_rep,nome,mes_ano,lote,ldts,lancamento,jornada,id_pessoa,funcao,flex_campo_30,flex_campo_29,flex_campo_28,flex_campo_27,flex_campo_26,flex_campo_25,flex_campo_24,flex_campo_23,flex_campo_22,flex_campo_21,flex_campo_20,flex_campo_19,flex_campo_18,flex_campo_17,flex_campo_16,flex_campo_15,flex_campo_14,flex_campo_13,flex_campo_12,flex_campo_11,flex_campo_10,flex_campo_09,flex_campo_08,flex_campo_07,flex_campo_06,flex_campo_05,flex_campo_04,flex_campo_03,flex_campo_02,flex_campo_01,ficha,emp_codigo_vinc,emp_codigo,dtvac,dtexerc,dtaposent,data_credito,cpf_rep,cpf,conta_rep,conta,centro_custo,categoria,cargo,banco_rep,banco,agencia_rep,agencia}",pessoas,b seplag seap fitabanco bkp 81 valorvan valorliq valordes tipovinc tipopag rep tipopag tipo pessoa subemp codigo gfip subemp codigo subcategoria sub cc sindicato setor rubrica rsrc regimejur referencia numvinc numrep numpens numjur numfunc numero numdepen nome rep nome mes ano lote ldts lancamento jornada id pessoa funcao flex campo 30 flex campo 29 flex campo 28 flex campo 27 flex campo 26 flex campo 25 flex campo 24 flex campo 23 flex campo 22 flex campo 21 flex campo 20 flex campo 19 flex campo 18 flex campo 17 flex campo 16 flex campo 15 flex campo 14 flex campo 13 flex campo 12 flex campo 11 flex campo 10 flex campo 09 flex campo 08 flex campo 07 flex campo 06 flex campo 05 flex campo 04 flex campo 03 flex campo 02 flex campo 01 ficha emp codigo vinc emp codigo dtvac dtexerc dtaposent data credito cpf rep cpf conta rep conta centro custo categoria cargo banco rep banco agencia rep agencia
b_seplag_seap,folhas,56,"{tipo_folha,tipo_calculo,rsrc,responsavel,numfolha_primaria,numero_terc,numero_sec,numero,nome,meses_retro_full,meses_retro,meses_pre_ergon,meses_adiant,mes_principal,mes_ano,lista_fol_terc,lista_fol_sec,ldts,id_reg,id_grupo_fol_seg,grupo_gravacao_ficha,grupo_empresas,flex_campo_20,flex_campo_19,flex_campo_18,flex_campo_17,flex_campo_16,flex_campo_15,flex_campo_14,flex_campo_13,flex_campo_12,flex_campo_11,flex_campo_10,flex_campo_09,flex_campo_08,flex_campo_07,flex_campo_06,flex_campo_05,flex_campo_04,flex_campo_03,flex_campo_02,flex_campo_01,finalidade_calculo,expiracao,empcod,destino,data_proc,data_limites,data_geraeleitos_ant,data_geraeleitos,data_geracao_fitabanco,data_credito,data_consol,data_aber,classe_estorno,classe_calculo}",financeiro,b seplag seap folhas 56 tipo folha tipo calculo rsrc responsavel numfolha primaria numero terc numero sec numero nome meses retro full meses retro meses pre ergon meses adiant mes principal mes ano lista fol terc lista fol sec ldts id reg id grupo fol seg grupo gravacao ficha grupo empresas flex campo 20 flex campo 19 flex campo 18 flex campo 17 flex campo 16 flex campo 15 flex campo 14 flex campo 13 flex campo 12 flex campo 11 flex campo 10 flex campo 09 flex campo 08 flex campo 07 flex campo 06 flex campo 05 flex campo 04 flex campo 03 flex campo 02 flex campo 01 finalidade calculo expiracao empcod destino data proc data limites data geraeleitos ant data geraeleitos data geracao fitabanco data credito data consol data aber classe estorno classe calculo
b_seplag_seap,folhas_emp,56,"{tipo_folha,tipo_calculo,rsrc,responsavel,numfolha_primaria,numero_terc,numero_sec,numero,nome,meses_retro_full,meses_retro,meses_pre_ergon,meses_adiant,mes_principal,mes_ano,lista_fol_terc,lista_fol_sec,ldts,id_reg,id_grupo_fol_seg,grupo_gravacao_ficha,grupo_empresas,flex_campo_20,flex_campo_19,flex_campo_18,flex_campo_17,flex_campo_16,flex_campo_15,flex_campo_14,flex_campo_13,flex_campo_12,flex_campo_11,flex_campo_10,flex_campo_09,flex_campo_08,flex_campo_07,flex_campo_06,flex_campo_05,flex_campo_04,flex_campo_03,flex_campo_02,flex_campo_01,finalidade_calculo,expiracao,emp_codigo,destino,data_proc,data_limites,data_geraeleitos_ant,data_geraeleitos,data_geracao_fitabanco,data_credito,data_consol,data_aber,classe_estorno,classe_calculo}",pessoas,b seplag seap folhas emp 56 tipo folha tipo calculo rsrc responsavel numfolha primaria numero terc numero sec numero nome meses retro full meses retro meses pre ergon meses adiant mes principal mes ano lista fol terc lista fol sec ldts id reg id grupo fol seg grupo gravacao ficha grupo empresas flex campo 20 flex campo 19 flex campo 18 flex campo 17 flex campo 16 flex campo 15 flex campo 14 flex campo 13 flex campo 12 flex campo 11 flex campo 10 flex campo 09 flex campo 08 flex campo 07 flex campo 06 flex campo 05 flex campo 04 flex campo 03 flex campo 02 flex campo 01 finalidade calculo expiracao emp codigo destino data proc data limites data geraeleitos ant data geraeleitos data geracao fitabanco data credito data consol data aber classe estorno classe calculo
b_seplag_seap,frequencias,68,"{tipofreq,rsrc,quantidade,pontpubl,pontproc,pontlei,pontarqs,obs,numvinc,numfunc,ldts,id_reg,hora_saida,hora_entrada,flex_campo_50,flex_campo_49,flex_campo_48,flex_campo_47,flex_campo_46,flex_campo_45,flex_campo_44,flex_campo_43,flex_campo_42,flex_campo_41,flex_campo_40,flex_campo_39,flex_campo_38,flex_campo_37,flex_campo_36,flex_campo_35,flex_campo_34,flex_campo_33,flex_campo_32,flex_campo_31,flex_campo_30,flex_campo_29,flex_campo_28,flex_campo_27,flex_campo_26,flex_campo_25,flex_campo_24,flex_campo_23,flex_campo_22,flex_campo_21,flex_campo_20,flex_campo_19,flex_campo_18,flex_campo_17,flex_campo_16,flex_campo_15,flex_campo_14,flex_campo_13,flex_campo_12,flex_campo_11,flex_campo_10,flex_campo_09,flex_campo_08,flex_campo_07,flex_campo_06,flex_campo_05,flex_campo_04,flex_campo_03,flex_campo_02,flex_campo_01,emp_codigo,dtini,dtfim,codfreq}",pessoas,b seplag seap frequencias 68 tipofreq rsrc quantidade pontpubl pontproc pontlei pontarqs obs numvinc numfunc ldts id reg hora saida hora entrada flex campo 50 flex campo 49 flex campo 48 flex campo 47 flex campo 46 flex campo 45 flex campo 44 flex campo 43 flex campo 42 flex campo 41 flex campo 40 flex campo 39 flex campo 38 flex campo 37 flex campo 36 flex campo 35 flex campo 34 flex campo 33 flex campo 32 flex campo 31 flex campo 30 flex campo 29 flex campo 28 flex campo 27 flex campo 26 flex campo 25 flex campo 24 flex campo 23 flex campo 22 flex campo 21 flex campo 20 flex campo 19 flex campo 18 flex campo 17 flex campo 16 flex campo 15 flex campo 14 flex campo 13 flex campo 12 flex campo 11 flex campo 10 flex campo 09 flex campo 08 flex campo 07 flex campo 06 flex campo 05 flex campo 04 flex campo 03 flex campo 02 flex campo 01 emp codigo dtini dtfim codfreq
